Date Last Researched,Country/Area,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL,capacity_numeric
2024-05-07,China,Songhuajiang nuclear power plant,1-2,松花江核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China Huaneng Group Co Ltd [100%],中国华能集团有限公司,,,,,,45.92408,127.4929,approximate,,,Harbin,Heilongjiang,Eastern Asia,Asia,L100000500401,G100000501115,https://www.gem.wiki/Songhuajiang_nuclear_power_plant,1000.0
2024-05-07,China,Songhuajiang nuclear power plant,3,松花江核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China Huaneng Group Co Ltd [100%],中国华能集团有限公司,,,,,,45.92408,127.4929,approximate,,,Harbin,Heilongjiang,Eastern Asia,Asia,L100000500401,G100000501116,https://www.gem.wiki/Songhuajiang_nuclear_power_plant,1000.0
2024-05-07,China,Songhuajiang nuclear power plant,4,松花江核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China Huaneng Group Co Ltd [100%],中国华能集团有限公司,,,,,,45.92408,127.4929,approximate,,,Harbin,Heilongjiang,Eastern Asia,Asia,L100000500401,G100000501117,https://www.gem.wiki/Songhuajiang_nuclear_power_plant,1000.0
2024-05-07,China,Songzi nuclear power plant,1,松滋核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Hubei Nuclear Power,湖北核电有限公司,,,,30.2648,111.6522,approximate,Chendian,Songzi City,Jingzhou,Hubei,Eastern Asia,Asia,L100000500308,G100000500778,https://www.gem.wiki/Songzi_nuclear_power_plant,1000.0
2024-05-07,China,Songzi nuclear power plant,2,松滋核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Hubei Nuclear Power,湖北核电有限公司,,,,30.2648,111.6522,approximate,Chendian,Songzi City,Jingzhou,Hubei,Eastern Asia,Asia,L100000500308,G100000500779,https://www.gem.wiki/Songzi_nuclear_power_plant,1000.0
2024-05-07,China,Songzi nuclear power plant,3,松滋核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Hubei Nuclear Power,湖北核电有限公司,,,,30.2648,111.6522,approximate,Chendian,Songzi City,Jingzhou,Hubei,Eastern Asia,Asia,L100000500308,G100000500780,https://www.gem.wiki/Songzi_nuclear_power_plant,1000.0
2024-05-07,China,Songzi nuclear power plant,4,松滋核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Hubei Nuclear Power,湖北核电有限公司,,,,30.2648,111.6522,approximate,Chendian,Songzi City,Jingzhou,Hubei,Eastern Asia,Asia,L100000500308,G100000500781,https://www.gem.wiki/Songzi_nuclear_power_plant,1000.0
2025-06-24,China,Taipingling nuclear power plant,1-1,太平岭核电站,Huizhou nuclear power plant,1200.0,construction,pressurized water reactor,HPR-1000,2025.0,,,,2019-12-26,,,2025,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,CGN Huizhou Nuclear Power,中广核惠州核电有限公司,1116.0,1116.0,3190.0,22.694385,114.984522,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,L100000500357,G100000500976,https://www.gem.wiki/Taipingling_nuclear_power_plant,1200.0
2025-06-24,China,Taipingling nuclear power plant,1-2,太平岭核电站,Huizhou nuclear power plant,1200.0,construction,pressurized water reactor,HPR-1000,2025.0,,,,2020-10-17,,,2025,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,CGN Huizhou Nuclear Power,中广核惠州核电有限公司,1116.0,1116.0,3190.0,22.694385,114.984522,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,L100000500357,G100000500977,https://www.gem.wiki/Taipingling_nuclear_power_plant,1200.0
2025-06-24,China,Taipingling nuclear power plant,2-3,太平岭核电站,Huizhou nuclear power plant,1150.0,construction,pressurized water reactor,HPR-1000,2028.0,,,,2025-06-10,,,2028,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,CGN Huizhou Second Nuclear Power,中广核惠州第二核电有限公司,,,,22.694385,114.984522,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,L100000500357,G100000500978,https://www.gem.wiki/Taipingling_nuclear_power_plant,1150.0
2025-06-24,China,Taipingling nuclear power plant,2-4,太平岭核电站,Huizhou nuclear power plant,1150.0,pre-construction,pressurized water reactor,HPR-1000,,,,,,2024,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,CGN Huizhou Second Nuclear Power,中广核惠州第二核电有限公司,,,,22.694385,114.984522,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,L100000500357,G100000500979,https://www.gem.wiki/Taipingling_nuclear_power_plant,1150.0
2025-06-24,China,Taipingling nuclear power plant,3-5,太平岭核电站,Huizhou nuclear power plant,1150.0,announced,pressurized water reactor,HPR-1000,,,,,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,CGN Huizhou Third Nuclear Power,中广核惠州第三核电有限公司,,,,22.694385,114.984522,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,L100000500357,G100000500980,https://www.gem.wiki/Taipingling_nuclear_power_plant,1150.0
2025-06-24,China,Taipingling nuclear power plant,3-6,太平岭核电站,Huizhou nuclear power plant,1150.0,announced,pressurized water reactor,HPR-1000,,,,,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,CGN Huizhou Third Nuclear Power,中广核惠州第三核电有限公司,,,,22.694385,114.984522,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,L100000500357,G100000500981,https://www.gem.wiki/Taipingling_nuclear_power_plant,1150.0
2024-05-08,China,Taishan nuclear power plant,1-1,台山核电站,,1750.0,operating,pressurized water reactor,EPR-1750,2018.0,,,,2009,2018-06-06,2018-06-29,2018-12-13,,Taishan Nuclear Power Industry Investment Co Ltd [100%],台山核电产业投资有限公司,Taishan Nuclear Power Joint Venture,台山核电合营有限公司,1660.0,1660.0,4590.0,21.918322,112.981793,exact,Chixi,Taishan City,Jiangmen,Guangdong,Eastern Asia,Asia,L100000500298,G100000500726,https://www.gem.wiki/Taishan_nuclear_power_plant,1750.0
2024-05-08,China,Taishan nuclear power plant,1-2,台山核电站,,1750.0,operating,pressurized water reactor,EPR-1750,2019.0,,,,2010,2019-05-28,2019-06-23,2019-09-07,,Taishan Nuclear Power Industry Investment Co Ltd [100%],台山核电产业投资有限公司,Taishan Nuclear Power Joint Venture,台山核电合营有限公司,1660.0,1660.0,4590.0,21.918322,112.981793,exact,Chixi,Taishan City,Jiangmen,Guangdong,Eastern Asia,Asia,L100000500298,G100000500725,https://www.gem.wiki/Taishan_nuclear_power_plant,1750.0
2025-06-24,China,Taishan nuclear power plant,2-3,台山核电站,,1150.0,pre-construction,pressurized water reactor,HPR-1000,,,,,,,,,,Taishan Nuclear Power Industry Investment Co Ltd [100%],台山核电产业投资有限公司,Taishan Nuclear Power Joint Venture,台山核电合营有限公司,,,,21.918322,112.981793,exact,Chixi,Taishan City,Jiangmen,Guangdong,Eastern Asia,Asia,L100000500298,G100000501118,https://www.gem.wiki/Taishan_nuclear_power_plant,1150.0
2025-06-24,China,Taishan nuclear power plant,2-4,台山核电站,,1150.0,pre-construction,pressurized water reactor,HPR-1000,,,,,,,,,,Taishan Nuclear Power Industry Investment Co Ltd [100%],台山核电产业投资有限公司,Taishan Nuclear Power Joint Venture,台山核电合营有限公司,,,,21.918322,112.981793,exact,Chixi,Taishan City,Jiangmen,Guangdong,Eastern Asia,Asia,L100000500298,G100000501119,https://www.gem.wiki/Taishan_nuclear_power_plant,1150.0
2024-05-08,China,Taohuajiang nuclear power plant,1,桃花江核电站,桃江核电站,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Hunan Taohuajiang Nuclear Power,湖南桃花江核电有限公司,,,,28.5564,111.9928,approximate,Zhanxi,Taojiang,Yiyang,Hunan,Eastern Asia,Asia,L100000500318,G100000500819,https://www.gem.wiki/Taohuajiang_nuclear_power_plant,1250.0
2024-05-08,China,Taohuajiang nuclear power plant,2,桃花江核电站,桃江核电站,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Hunan Taohuajiang Nuclear Power,湖南桃花江核电有限公司,,,,28.5564,111.9928,approximate,Zhanxi,Taojiang,Yiyang,Hunan,Eastern Asia,Asia,L100000500318,G100000500820,https://www.gem.wiki/Taohuajiang_nuclear_power_plant,1250.0
2024-05-08,China,Taohuajiang nuclear power plant,3,桃花江核电站,桃江核电站,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Hunan Taohuajiang Nuclear Power,湖南桃花江核电有限公司,,,,28.5564,111.9928,approximate,Zhanxi,Taojiang,Yiyang,Hunan,Eastern Asia,Asia,L100000500318,G100000500821,https://www.gem.wiki/Taohuajiang_nuclear_power_plant,1250.0
2024-05-08,China,Taohuajiang nuclear power plant,4,桃花江核电站,桃江核电站,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Hunan Taohuajiang Nuclear Power,湖南桃花江核电有限公司,,,,28.5564,111.9928,approximate,Zhanxi,Taojiang,Yiyang,Hunan,Eastern Asia,Asia,L100000500318,G100000500822,https://www.gem.wiki/Taohuajiang_nuclear_power_plant,1250.0
2024-05-08,China,Tianwan nuclear power plant,1-1,田湾核电站,,1060.0,operating,pressurized water reactor,VVER V-428,2007.0,,,,1999-10-20,2005-12-20,2006-05-12,2007-05-17,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1000.0,990.0,3000.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500743,https://www.gem.wiki/Tianwan_nuclear_power_plant,1060.0
2024-05-08,China,Tianwan nuclear power plant,1-2,田湾核电站,,1060.0,operating,pressurized water reactor,VVER V-428,2007.0,,,,2000-09-20,2007-05-01,2007-05-14,2007-08-16,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1000.0,990.0,3000.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500744,https://www.gem.wiki/Tianwan_nuclear_power_plant,1060.0
2024-05-08,China,Tianwan nuclear power plant,2-3,田湾核电站,,1126.0,operating,pressurized water reactor,VVER V-428M,2018.0,,,,2012-12-27,2017-09-29,2017-12-30,2018-02-14,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1060.0,1060.0,3000.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500745,https://www.gem.wiki/Tianwan_nuclear_power_plant,1126.0
2024-05-08,China,Tianwan nuclear power plant,2-4,田湾核电站,,1126.0,operating,pressurized water reactor,VVER V-428M,2018.0,,,,2013-09-27,2018-09-30,2018-10-27,2018-12-22,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1060.0,1060.0,3000.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500746,https://www.gem.wiki/Tianwan_nuclear_power_plant,1126.0
2024-05-08,China,Tianwan nuclear power plant,3-5,田湾核电站,,1118.0,operating,pressurized water reactor,CNP-1000,2020.0,,,,2015-12-27,2020-07-27,2020-08-08,2020-09-08,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1060.0,1000.0,2905.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500747,https://www.gem.wiki/Tianwan_nuclear_power_plant,1118.0
2024-05-08,China,Tianwan nuclear power plant,3-6,田湾核电站,,1118.0,operating,pressurized water reactor,CNP-1000,2021.0,,,,2016-09-07,2021-05-04,2021-05-11,2021-06-02,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1060.0,1000.0,2905.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500748,https://www.gem.wiki/Tianwan_nuclear_power_plant,1118.0
2025-06-24,China,Tianwan nuclear power plant,4-7,田湾核电站,,1265.0,construction,pressurized water reactor,VVER-1200/V-491,2026.0,,,,2021-05-19,,,2026,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1171.0,1171.0,3200.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500741,https://www.gem.wiki/Tianwan_nuclear_power_plant,1265.0
2025-06-24,China,Tianwan nuclear power plant,4-8,田湾核电站,,1265.0,construction,pressurized water reactor,VVER-1200/V-491,2027.0,,,,2022-02-25,,,2027,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,Jiangsu Nuclear Power,江苏核电有限公司,1171.0,1171.0,3200.0,34.6877,119.4616,exact,Tianwan,Lianyun District,Lianyungang,Jiangsu,Eastern Asia,Asia,L100000500302,G100000500742,https://www.gem.wiki/Tianwan_nuclear_power_plant,1265.0
2024-05-08,China,Tongren nuclear power plant,1,铜仁核电厂,,1250.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,China General Nuclear Power Group,中国广核集团有限公司,,,,27.7447,109.1773,approximate,,,Tongren,Guizhou,Eastern Asia,Asia,L100000500321,G100000500832,https://www.gem.wiki/Tongren_nuclear_power_plant,1250.0
2024-05-08,China,Tongren nuclear power plant,2,铜仁核电厂,,1250.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,China General Nuclear Power Group,中国广核集团有限公司,,,,27.7447,109.1773,approximate,,,Tongren,Guizhou,Eastern Asia,Asia,L100000500321,G100000500833,https://www.gem.wiki/Tongren_nuclear_power_plant,1250.0
2024-05-08,China,Xiajiang nuclear power plant,1,峡江核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,,,,,,27.5946,115.3226,approximate,,Xiajiang,Ji'an,Jiangxi,Eastern Asia,Asia,L100000500402,G100000501120,https://www.gem.wiki/Xiajiang_nuclear_power_plant,1250.0
2024-05-08,China,Xiajiang nuclear power plant,2,峡江核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,,,,,,27.5946,115.3226,approximate,,Xiajiang,Ji'an,Jiangxi,Eastern Asia,Asia,L100000500402,G100000501121,https://www.gem.wiki/Xiajiang_nuclear_power_plant,1250.0
2024-05-08,China,Xiajiang nuclear power plant,3,峡江核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,,,,,,27.5946,115.3226,approximate,,Xiajiang,Ji'an,Jiangxi,Eastern Asia,Asia,L100000500402,G100000501122,https://www.gem.wiki/Xiajiang_nuclear_power_plant,1250.0
2024-05-08,China,Xiajiang nuclear power plant,4,峡江核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,,,,,,27.5946,115.3226,approximate,,Xiajiang,Ji'an,Jiangxi,Eastern Asia,Asia,L100000500402,G100000501123,https://www.gem.wiki/Xiajiang_nuclear_power_plant,1250.0
2024-05-08,China,Xiangtan nuclear power plant,1,湘潭核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China Huadian Corp Ltd [100%],中国华电集团有限公司,,,,,,27.4469,112.8732,approximate,Baishi,Xiangtan,Xiangtan,Hunan,Eastern Asia,Asia,L100000500403,G100000501124,https://www.gem.wiki/Xiangtan_nuclear_power_plant,1250.0
2024-05-08,China,Xiangtan nuclear power plant,2,湘潭核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China Huadian Corp Ltd [100%],中国华电集团有限公司,,,,,,27.4469,112.8732,approximate,Baishi,Xiangtan,Xiangtan,Hunan,Eastern Asia,Asia,L100000500403,G100000501125,https://www.gem.wiki/Xiangtan_nuclear_power_plant,1250.0
2024-05-08,China,Xiangtan nuclear power plant,3,湘潭核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China Huadian Corp Ltd [100%],中国华电集团有限公司,,,,,,27.4469,112.8732,approximate,Baishi,Xiangtan,Xiangtan,Hunan,Eastern Asia,Asia,L100000500403,G100000501126,https://www.gem.wiki/Xiangtan_nuclear_power_plant,1250.0
2024-05-08,China,Xiangtan nuclear power plant,4,湘潭核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China Huadian Corp Ltd [100%],中国华电集团有限公司,,,,,,27.4469,112.8732,approximate,Baishi,Xiangtan,Xiangtan,Hunan,Eastern Asia,Asia,L100000500403,G100000501127,https://www.gem.wiki/Xiangtan_nuclear_power_plant,1250.0
2024-05-08,China,Xiangzhou nuclear power plant,1-1,象州核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China Huadian Corp Ltd [100%],中国华电集团有限公司,China Huadian CORP Guangxi Branch,中国华电集团公司广西分公司,,,,23.9968,109.6758,approximate,,Xiangzhou,Laibin,Guangxi,Eastern Asia,Asia,L100000500404,G100000501128,https://www.gem.wiki/Xiangzhou_nuclear_power_plant,1000.0
2024-05-08,China,Xiangzhou nuclear power plant,1-2,象州核电站,,1000.0,cancelled - inferred 4 y,unknown,unknown,,,,2021.0,,,,,,China Huadian Corp Ltd [100%],中国华电集团有限公司,China Huadian CORP Guangxi Branch,中国华电集团公司广西分公司,,,,23.9968,109.6758,approximate,,Xiangzhou,Laibin,Guangxi,Eastern Asia,Asia,L100000500404,G100000501129,https://www.gem.wiki/Xiangzhou_nuclear_power_plant,1000.0
2024-05-08,China,Xianning Dafan nuclear power plant,1,咸宁大畈核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Xianning Nuclear Power,咸宁核电有限公司,,,,29.6574,114.67101,approximate,,Tongshan,Xianning,Hubei,Eastern Asia,Asia,L100000500296,G100000500719,https://www.gem.wiki/Xianning_Dafan_nuclear_power_plant,1250.0
2024-05-08,China,Xianning Dafan nuclear power plant,2,咸宁大畈核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Xianning Nuclear Power,咸宁核电有限公司,,,,29.6574,114.67101,approximate,,Tongshan,Xianning,Hubei,Eastern Asia,Asia,L100000500296,G100000500720,https://www.gem.wiki/Xianning_Dafan_nuclear_power_plant,1250.0
2024-05-08,China,Xianning Dafan nuclear power plant,3,咸宁大畈核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Xianning Nuclear Power,咸宁核电有限公司,,,,29.6574,114.67101,approximate,,Tongshan,Xianning,Hubei,Eastern Asia,Asia,L100000500296,G100000500721,https://www.gem.wiki/Xianning_Dafan_nuclear_power_plant,1250.0
2024-05-08,China,Xianning Dafan nuclear power plant,4,咸宁大畈核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,unknown,,,,2021.0,,,,,,China General Nuclear Power Group Co Ltd [100%],中国广核集团有限公司,Xianning Nuclear Power,咸宁核电有限公司,,,,29.6574,114.67101,approximate,,Tongshan,Xianning,Hubei,Eastern Asia,Asia,L100000500296,G100000500722,https://www.gem.wiki/Xianning_Dafan_nuclear_power_plant,1250.0
2024-05-08,China,Xiaomoshan nuclear power plant,1,小墨山核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,State Nuclear Power Technology Co Ltd [100%],国家核电技术有限公司,Hunan Nuclear Power,湖南核电有限公司,,,,29.6197,112.7802,approximate,Dongshan,Huarong,Yueyang,Hunan,Eastern Asia,Asia,L100000500330,G100000500865,https://www.gem.wiki/Xiaomoshan_nuclear_power_plant,1250.0
2024-05-08,China,Xiaomoshan nuclear power plant,2,小墨山核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,State Nuclear Power Technology Co Ltd [100%],国家核电技术有限公司,Hunan Nuclear Power,湖南核电有限公司,,,,29.6197,112.7802,approximate,Dongshan,Huarong,Yueyang,Hunan,Eastern Asia,Asia,L100000500330,G100000500866,https://www.gem.wiki/Xiaomoshan_nuclear_power_plant,1250.0
2024-05-08,China,Xiaomoshan nuclear power plant,3,小墨山核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,State Nuclear Power Technology Co Ltd [100%],国家核电技术有限公司,Hunan Nuclear Power,湖南核电有限公司,,,,29.6197,112.7802,approximate,Dongshan,Huarong,Yueyang,Hunan,Eastern Asia,Asia,L100000500330,G100000500867,https://www.gem.wiki/Xiaomoshan_nuclear_power_plant,1250.0
2024-05-08,China,Xiaomoshan nuclear power plant,4,小墨山核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,AP-1000,,,,2021.0,,,,,,State Nuclear Power Technology Co Ltd [100%],国家核电技术有限公司,Hunan Nuclear Power,湖南核电有限公司,,,,29.6197,112.7802,approximate,Dongshan,Huarong,Yueyang,Hunan,Eastern Asia,Asia,L100000500330,G100000500868,https://www.gem.wiki/Xiaomoshan_nuclear_power_plant,1250.0
2024-05-08,China,Xiaomoshan nuclear power plant,5,小墨山核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,CAP1000,,,,2021.0,,,,,,State Nuclear Power Technology Co Ltd [100%],国家核电技术有限公司,Hunan Nuclear Power,湖南核电有限公司,,,,29.6197,112.7802,approximate,Dongshan,Huarong,Yueyang,Hunan,Eastern Asia,Asia,L100000500330,G100000501130,https://www.gem.wiki/Xiaomoshan_nuclear_power_plant,1250.0
2024-05-08,China,Xiaomoshan nuclear power plant,6,小墨山核电站,,1250.0,cancelled - inferred 4 y,pressurized water reactor,CAP1000,,,,2021.0,,,,,,State Nuclear Power Technology Co Ltd [100%],国家核电技术有限公司,Hunan Nuclear Power,湖南核电有限公司,,,,29.6197,112.7802,approximate,Dongshan,Huarong,Yueyang,Hunan,Eastern Asia,Asia,L100000500330,G100000501131,https://www.gem.wiki/Xiaomoshan_nuclear_power_plant,1250.0
2025-06-24,China,Xiapu nuclear power plant,1,霞浦核电站,,682.0,construction,fast breeder reactor,CFR600,,,,,2017-12-29,,,,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,CNNC Xiapu Nuclear Power,中核霞浦核电有限公司,642.0,642.0,1882.0,26.801942,120.151957,exact,Changchun,Xiapu,Ningde,Fujian,Eastern Asia,Asia,L100000500351,G100000500944,https://www.gem.wiki/Xiapu_nuclear_power_plant,682.0
2025-06-24,China,Xiapu nuclear power plant,2,霞浦核电站,,600.0,construction,fast breeder reactor,CFR600,2026.0,,,,2020-12-27,,,2026,,China National Nuclear Power Co Ltd [100%],中国核能电力股份有限公司,CNNC Xiapu Nuclear Power,中核霞浦核电有限公司,642.0,642.0,1882.0,26.801942,120.151957,exact,Changchun,Xiapu,Ningde,Fujian,Eastern Asia,Asia,L100000500351,G100000500945,https://www.gem.wiki/Xiapu_nuclear_power_plant,600.0
2025-06-24,China,Xiapu nuclear power plant,3,霞浦核电站,,1150.0,pre-construction,pressurized water reactor,HPR-1000,,,,,,,,,,Huaneng Nuclear Power Development Co Ltd [100%],华能核电开发有限公司,Huaneng Xiapu Nuclear Power,华能霞浦核电有限公司,,,,26.801942,120.151957,exact,Changchun,Xiapu,Ningde,Fujian,Eastern Asia,Asia,L100000500351,G100000501132,https://www.gem.wiki/Xiapu_nuclear_power_plant,1150.0
2025-06-24,China,Xiapu nuclear power plant,4,霞浦核电站,,1150.0,pre-construction,pressurized water reactor,HPR-1000,,,,,,,,,,Huaneng Nuclear Power Development Co Ltd [100%],华能核电开发有限公司,Huaneng Xiapu Nuclear Power,华能霞浦核电有限公司,,,,26.801942,120.151957,exact,Changchun,Xiapu,Ningde,Fujian,Eastern Asia,Asia,L100000500351,G100000501133,https://www.gem.wiki/Xiapu_nuclear_power_plant,1150.0
2025-06-24,China,Xiapu nuclear power plant,5,霞浦核电站,,1150.0,announced,pressurized water reactor,HPR-1000,,,,,,,,,,Huaneng Nuclear Power Development Co Ltd [100%],华能核电开发有限公司,Huaneng Xiapu Nuclear Power,华能霞浦核电有限公司,,,,26.801942,120.151957,exact,Changchun,Xiapu,Ningde,Fujian,Eastern Asia,Asia,L100000500351,G100000501134,https://www.gem.wiki/Xiapu_nuclear_power_plant,1150.0
2025-06-24,China,Xiapu nuclear power plant,6,霞浦核电站,,1150.0,announced,pressurized water reactor,HPR-1000,,,,,,,,,,Huaneng Nuclear Power Development Co Ltd [100%],华能核电开发有限公司,Huaneng Xiapu Nuclear Power,华能霞浦核电有限公司,,,,26.801942,120.151957,exact,Changchun,Xiapu,Ningde,Fujian,Eastern Asia,Asia,L100000500351,G100000501135,https://www.gem.wiki/Xiapu_nuclear_power_plant,1150.0
2025-06-24,China,Xiapu nuclear power plant,HTR,霞浦核电站,,600.0,announced,high temperature gas reactor,unknown,,,,,,,,,,Huaneng Nuclear Power Development Co Ltd [100%],华能核电开发有限公司,Huaneng Xiapu Nuclear Power,华能霞浦核电有限公司,,,,26.801942,120.151957,exact,Changchun,Xiapu,Ningde,Fujian,Eastern Asia,Asia,L100000500351,G100000501136,https://www.gem.wiki/Xiapu_nuclear_power_plant,600.0
