Country/Area,Region,Subregion,State/Province,Project Name,Unit Name,Status,Reactor Type,Model,capacity_numeric,capacity_factor,annual_generation_twh,Start Year,Retirement Year,Commercial Operation Date,Construction Start Date,Latitude,Longitude
United States,Americas,Northern America,Alabama,Bellefonte nuclear power plant,4,cancelled,pressurized water reactor,AP-1000,1117.0,0.85,8.317182,,,,,34.7092,-85.9277
United States,Americas,Northern America,Michigan,Big Rock Point nuclear power plant,--,retired,boiling water reactor,unknown,71.0,0.85,0.528666,1963.0,1997.0,1963-03-29,1960-05-01,45.3576,-85.2002
United States,Americas,Northern America,Oklahoma,Black Fox nuclear power plant,1,cancelled,boiling water reactor,unknown,1150.0,0.85,8.5629,,,,,36.1161,-95.5499
United States,Americas,Northern America,Oklahoma,Black Fox nuclear power plant,2,cancelled,boiling water reactor,unknown,1150.0,0.85,8.5629,,,,,36.1161,-95.5499
United States,Americas,Northern America,Utah,Blue Castle nuclear power plant,1,cancelled,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,39.0141,-110.24101
United States,Americas,Northern America,Utah,Blue Castle nuclear power plant,2,cancelled,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,39.0141,-110.24101
United States,Americas,Northern America,Texas,Blue Hills nuclear power plant,1,cancelled,pressurized water reactor,unknown,918.0,0.85,6.835428,,,,,31.1442,-93.6922
United States,Americas,Northern America,Texas,Blue Hills nuclear power plant,2,cancelled,pressurized water reactor,unknown,918.0,0.85,6.835428,,,,,31.1442,-93.6922
United States,Americas,Northern America,Illinois,Braidwood nuclear power plant,1,operating,pressurized water reactor,WH 4LP (DRYAMB),1270.0,0.9,10.01268,1988.0,,1988-07-29,1975-08-01,41.2435,-88.2286
United States,Americas,Northern America,Illinois,Braidwood nuclear power plant,2,operating,pressurized water reactor,WH 4LP (DRYAMB),1230.0,0.9,9.69732,1988.0,,1988-10-17,1975-08-01,41.2435,-88.2286
United States,Americas,Northern America,Alabama,Browns Ferry nuclear power plant,1,operating,boiling water reactor,BWR-4 (Mark 1),1256.0,0.9,9.902304,1974.0,,1974-12-20,1967-05-01,34.7042,-87.1189
United States,Americas,Northern America,Alabama,Browns Ferry nuclear power plant,2,operating,boiling water reactor,BWR-4 (Mark 1),1259.0,0.9,9.925956,1975.0,,1975-03-01,1967-05-01,34.7042,-87.1189
United States,Americas,Northern America,Alabama,Browns Ferry nuclear power plant,3,operating,boiling water reactor,BWR-4 (Mark 1),1260.0,0.9,9.93384,1977.0,,1977-03-01,1968-07-01,34.7042,-87.1189
United States,Americas,Northern America,North Carolina,Brunswick nuclear power plant,1,operating,boiling water reactor,BWR-4 (Mark 1),990.0,0.9,7.80516,1977.0,,1977-03-18,1970-02-07,33.9597,-78.0114
United States,Americas,Northern America,North Carolina,Brunswick nuclear power plant,2,operating,boiling water reactor,BWR-4 (Mark 1),960.0,0.9,7.56864,1975.0,,1975-11-03,1970-02-07,33.9597,-78.0114
United States,Americas,Northern America,Illinois,Byron nuclear power plant,1,operating,pressurized water reactor,WH 4LP (DRYAMB),1242.0,0.9,9.791928,1985.0,,1985-09-16,1975-04-01,42.0742,-89.2819
United States,Americas,Northern America,Illinois,Byron nuclear power plant,2,operating,pressurized water reactor,WH 4LP (DRYAMB),1210.0,0.9,9.53964,1987.0,,1987-08-02,1975-04-01,42.0742,-89.2819
United States,Americas,Northern America,Missouri,Callaway nuclear power plant,1,operating,pressurized water reactor,WH 4LP (DRYAMB),1275.0,0.9,10.0521,1984.0,,1984-12-19,1975-09-01,38.7589,-91.7788
United States,Americas,Northern America,Missouri,Callaway nuclear power plant,2,cancelled,unknown,unknown,1120.0,0.85,8.33952,,,,,38.7589,-91.7788
United States,Americas,Northern America,Missouri,Callaway nuclear power plant,2A,cancelled,pressurized water reactor,EPR,1600.0,0.85,11.9136,,,,,38.7589,-91.7788
United States,Americas,Northern America,Maryland,Calvert Cliffs nuclear power plant,1,operating,pressurized water reactor,CE 2LP (DRYAMB),918.0,0.9,7.237512,1975.0,,1975-05-08,1968-06-01,38.4344,-76.4417
United States,Americas,Northern America,Maryland,Calvert Cliffs nuclear power plant,2,operating,pressurized water reactor,CE 2LP (DRYAMB),911.0,0.9,7.182324,1977.0,,1977-04-01,1968-06-01,38.4344,-76.4417
United States,Americas,Northern America,Maryland,Calvert Cliffs nuclear power plant,3,cancelled,pressurized water reactor,EPR,1600.0,0.85,11.9136,,,,,38.4344,-76.4417
United States,Americas,Northern America,South Carolina,Carolinas-Virginia Tube Reactor nuclear power plant,--,retired,pressurized heavy water reactor,Prototype,19.0,0.85,0.141474,1963.0,1967.0,1963-12-18,1960-01-01,34.2625,-81.3292
United States,Americas,Northern America,Illinois,Carroll County nuclear power plant,1,cancelled,unknown,unknown,1120.0,0.85,8.33952,,,,,42.0944,-90.1566
United States,Americas,Northern America,Illinois,Carroll County nuclear power plant,2,cancelled,unknown,unknown,1120.0,0.85,8.33952,,,,,42.0944,-90.1566
United States,Americas,Northern America,South Carolina,Catawba nuclear power plant,1,operating,pressurized water reactor,WH 4LP (ICECND),1188.0,0.9,9.366192,1985.0,,1985-06-29,1974-05-01,35.0514,-81.0694
United States,Americas,Northern America,South Carolina,Catawba nuclear power plant,2,operating,pressurized water reactor,WH 4LP (ICECND),1188.0,0.9,9.366192,1986.0,,1986-08-19,1974-05-01,35.0514,-81.0694
United States,Americas,Northern America,Idaho,CFPP nuclear power plant,1,cancelled,small modular reactor,NuScale,77.0,0.85,0.573342,,,,2026,43.4919,-112.0433
